STATE,COUNTY,POP,CASES,PCI,MHI,OVER65
South Carolina,Lexington County,262391,209,14763,36505,32111
Florida,Liberty County,8365,6,16266,39681,888
Georgia,Liberty County,63453,33,20791,43832,3971
Montana,Liberty County,2339,2,25522,44493,462
Texas,Liberty County,75643,63,19740,47228,8498
Ohio,Licking County,166492,154,26716,55114,22087
Alabama,Limestone County,82782,70,25020,48619,10187
Texas,Limestone County,23384,27,19352,38823,3771
Arkansas,Lincoln County,14134,9,15023,32697,1758
Colorado,Lincoln County,5467,4,19703,41910,918
Georgia,Lincoln County,7996,9,20641,35625,1396
Idaho,Lincoln County,5208,2,16530,42433,573
Kansas,Lincoln County,3241,,23686,40811,659
Kentucky,Lincoln County,24742,34,17420,33651,3680
Maine,Lincoln County,34457,34,20633,35769,7393
Minnesota,Lincoln County,5896,,28070,50181,1444
Mississippi,Lincoln County,34869,30,26767,47861,4944
Missouri,Lincoln County,52566,51,19566,36498,5715
Montana,Lincoln County,19687,32,22063,52835,4040
Nebraska,Lincoln County,36288,30,21719,33333,5648
Nevada,Lincoln County,5345,5,26188,48158,681
New Mexico,Lincoln County,20497,15,22879,40143,4505
North Carolina,Lincoln County,78265,75,25449,43014,10361
Oklahoma,Lincoln County,34273,31,25550,48940,5252
Oregon,Lincoln County,46034,53,21888,42668,9972
South Dakota,Lincoln County,44828,23,25194,42365,4032
Tennessee,Lincoln County,33361,32,34839,74751,5550
Washington,Lincoln County,10570,10,21811,41571,2197
West Virginia,Lincoln County,21720,34,25816,47195,3285
Wisconsin,Lincoln County,28743,28,18458,35487,5269
Wyoming,Lincoln County,18106,8,24669,49021,2241
Louisiana,Lincoln Parish,46735,27,25834,64205,5286
Iowa,Linn County,211226,164,29943,57260,27488
Kansas,Linn County,9656,,26224,45519,1867
Missouri,Linn County,12761,15,21015,38250,2430
Oregon,Linn County,116672,100,21500,46939,17991
Texas,Lipscomb County,3302,2,29017,57978,484
Connecticut,Litchfield County,189927,163,37667,71338,30342
Arkansas,Little River County,13171,15,19880,39673,2253
Texas,Live Oak County,11531,10,21016,42829,2217
Illinois,Livingston County,38950,44,24952,54614,6142
Kentucky,Livingston County,9519,15,19795,40313,1725
Michigan,Livingston County,180967,104,25076,56811,21644
Missouri,Livingston County,15195,16,32129,72359,2766
New York,Livingston County,65393,58,21011,40116,8985
Louisiana,Livingston Parish,128026,106,23978,53518,12671
Texas,Llano County,19301,28,33634,44094,6002
Arkansas,Logan County,22353,29,19046,34996,3842
Colorado,Logan County,22709,13,22581,40415,3321
Illinois,Logan County,30305,41,21445,47133,4760
Kansas,Logan County,2756,,25328,41765,572
Kentucky,Logan County,26835,35,19143,36590,4202
Nebraska,Logan County,763,2,22799,44417,139
North Dakota,Logan County,1990,2,27887,49076,557
Ohio,Logan County,45858,43,22878,47542,6760
Oklahoma,Logan County,41848,36,25620,53591,5293
West Virginia,Logan County,36743,55,19901,36999,5575
Georgia,Long County,14464,10,17158,42651,1055
Arkansas,Lonoke County,68356,66,23218,52582,7625
Ohio,Lorain County,301356,266,26030,51816,43131
New Mexico,Los Alamos County,17950,6,51044,106686,2686
California,Los Angeles County,9818605,3661,27749,55909,1065699
Tennessee,Loudon County,48556,64,27045,51074,10434
Virginia,Loudoun County,312311,91,46565,122238,2345
Iowa,Louisa County,11387,9,24272,50583,1704
Virginia,Louisa County,33153,42,26956,54518,1537
Nebraska,Loup County,632,2,21499,38125,137
Oklahoma,Love County,9423,8,19910,43260,1618
Texas,Loving County,82,2,34068,68750,12
Alabama,Lowndes County,11299,11,18368,26230,1655
Georgia,Lowndes County,109233,64,18897,37365,10693
Mississippi,Lowndes County,59779,49,20951,37868,7704
Texas,Lubbock County,278831,142,23773,44397,30622
Iowa,Lucas County,8898,9,21126,43288,1794
Ohio,Lucas County,441815,348,23885,41556,57809
Michigan,Luce County,6631,7,18768,39469,1185
Georgia,Lumpkin County,29966,28,20908,43775,3794
New Mexico,Luna County,25095,19,16114,29282,4907
Virginia,Lunenburg County,12914,16,17630,35237,7019
Pennsylvania,Luzerne County,320918,320,24793,44402,57595
Pennsylvania,Lycoming County,116111,103,22987,45430,19112
South Dakota,Lyman County,3755,2,20586,47596,548
Virginia,Lynchburg city,75568,56,21440,38138,7768
Texas,Lynn County,5915,3,21639,44375,933
Iowa,Lyon County,11581,8,23683,52152,1948
Kansas,Lyon County,33690,,19789,38981,4213
Kentucky,Lyon County,8314,12,22123,40112,1742
Minnesota,Lyon County,25857,,26028,49594,3519
Nevada,Lyon County,51980,55,21757,46137,968
Michigan,Mackinac County,11113,13,22622,38704,2487
Michigan,Macomb County,840978,800,26748,53451,120180
Alabama,Macon County,21452,20,16826,30724,3031
Georgia,Macon County,14740,9,13865,30240,1215
Illinois,Macon County,110768,140,26232,46559,6923
Missouri,Macon County,15566,17,20054,38443,2167
North Carolina,Macon County,33922,42,23213,37892,3666
Tennessee,Macon County,22248,26,17009,35306,4493
Illinois,Macoupin County,47765,60,24658,49590,2468
California,Madera County,150865,72,17847,45625,17262
Alabama,Madison County,334811,240,31933,58434,40873
Arkansas,Madison County,15717,18,18754,35771,2452
Florida,Madison County,19224,17,15538,33833,3045
Georgia,Madison County,28120,32,19939,42549,2972
Idaho,Madison County,37536,2,15133,32059,2092
Illinois,Madison County,269282,273,27407,53633,2805
Indiana,Madison County,131636,135,21527,43120,20234
Iowa,Madison County,15679,11,27685,57581,2321
Kentucky,Madison County,82916,82,21800,42312,6066
Mississippi,Madison County,95203,60,13585,25498,9917
Missouri,Madison County,12226,20,33170,59904,1646
Montana,Madison County,7691,6,17316,35870,382
Nebraska,Madison County,34876,26,33062,47762,97
New York,Madison County,73442,72,24593,46566,10239
North Carolina,Madison County,20764,23,25230,53589,4297
Ohio,Madison County,43435,38,19902,38598,5389
Tennessee,Madison County,98294,89,24014,54956,4018
Texas,Madison County,13664,11,23283,41617,979
Virginia,Madison County,13308,16,15131,41732,16856
Louisiana,Madison Parish,12093,9,27296,53459,1434
Kentucky,Magoffin County,13333,15,15118,26877,1452
Iowa,Mahaska County,22381,21,23788,47967,3598
Minnesota,Mahnomen County,5413,,19517,40282,1816
Ohio,Mahoning County,238823,210,23975,41058,42702
Oklahoma,Major County,7527,7,27168,49905,4566
Oregon,Malheur County,31313,16,16352,35578,4694
Virginia,Manassas city,37821,18,28752,71036,5846
Virginia,Manassas Park city,14273,6,26944,71227,2828
Florida,Manatee County,322833,342,27322,47876,75109
Michigan,Manistee County,24733,24,22702,41551,5108
Wisconsin,Manitowoc County,81442,67,25825,48881,13714
Wisconsin,Marathon County,134063,88,27607,53363,18988
Alabama,Marengo County,21027,18,22072,35079,3424
Arizona,Maricopa County,3817117,2100,27256,53596,462641
Missouri,Maries County,9176,8,22026,42566,4507
California,Marin County,252409,136,56791,90839,42192
Wisconsin,Marinette County,41749,48,23555,40490,8254
Alabama,Marion County,30776,33,19576,32888,5645
Arkansas,Marion County,16653,29,18188,34494,3964
Florida,Marion County,331298,483,21992,39453,85318
Georgia,Marion County,8742,6,17479,33301,2478
Illinois,Marion County,39437,45,21887,41010,2838
Indiana,Marion County,903393,725,24124,42334,96102
Iowa,Marion County,33309,25,25477,54723,5192
Kansas,Marion County,12660,,22269,45830,2134
Kentucky,Marion County,19820,22,18865,38719,2645
Mississippi,Marion County,27088,28,18126,29400,3977
Missouri,Marion County,28781,32,21909,42046,2887
Ohio,Marion County,66501,69,20624,42572,9468
Oregon,Marion County,315335,239,22001,46885,40549
South Carolina,Marion County,33062,32,16531,29149,3779
Tennessee,Marion County,28237,42,21399,41268,10479
Texas,Marion County,10546,13,20337,31967,5249
West Virginia,Marion County,56418,62,23229,42152,5814
California,Mariposa County,18251,15,26988,49820,3821
South Carolina,Marlboro County,28933,28,14577,28297,2449
Michigan,Marquette County,67077,56,23789,45622,9827
Wisconsin,Marquette County,15404,20,23490,46077,3246
Alabama,Marshall County,93019,90,20382,39526,13862
Illinois,Marshall County,12640,15,25975,51504,4644
Indiana,Marshall County,47051,43,21933,45709,6904
Iowa,Marshall County,40648,35,24117,51555,6677
Kansas,Marshall County,10117,,25262,44032,5339
Kentucky,Marshall County,31448,41,22381,43907,11001
Minnesota,Marshall County,9439,,26834,52198,4317
Mississippi,Marshall County,37144,39,17978,36022,4727
Oklahoma,Marshall County,15840,18,19583,37319,5140
South Dakota,Marshall County,4656,2,24205,46597,733
Tennessee,Marshall County,30617,34,20739,42291,8813
West Virginia,Marshall County,33107,37,24329,40681,4654
Florida,Martin County,146318,173,34057,49846,39972
Indiana,Martin County,10334,11,22817,44740,1625
Kentucky,Martin County,12929,18,15525,26261,2249
Minnesota,Martin County,20840,,26472,48530,5603
North Carolina,Martin County,24505,29,18783,35111,7377
Texas,Martin County,4799,2,20859,42607,5727
Virginia,Martinsville city,13821,19,19900,28116,12114
Illinois,Mason County,14666,22,23199,42260,31320
Kentucky,Mason County,17490,24,23347,41137,1611
Michigan,Mason County,28705,28,23183,41136,5509
Texas,Mason County,4012,3,27504,46865,1645
Washington,Mason County,60699,74,23542,48755,11112
West Virginia,Mason County,27324,32,20622,38411,3658
Illinois,Massac County,15429,21,22047,43615,17340
Texas,Matagorda County,36702,27,23389,43096,29259
Alaska,Matanuska-Susitna Borough,88995,57,29534,71037,7069
Virginia,Mathews County,8978,10,31342,55192,13104
Hawaii,Maui County,154834,89,29517,63512,19803
Tennessee,Maury County,80956,88,22766,45336,4507
Texas,Maverick County,54258,15,13668,31395,187
Oklahoma,Mayes County,41259,46,20585,42751,4445
Oklahoma,McClain County,34506,32,25293,54426,1448
Montana,McCone County,1734,2,27161,46667,1612
South Dakota,McCook County,5618,5,26505,52703,887
South Carolina,McCormick County,10233,14,22150,40028,4852
Kentucky,McCracken County,65565,69,25957,44898,9312
Kentucky,McCreary County,18306,29,11818,20972,1721
Texas,McCulloch County,8283,7,20677,39194,1901
Oklahoma,McCurtain County,33151,36,17615,31790,3151
Missouri,McDonald County,23083,24,17505,37997,3026
Illinois,McDonough County,32612,29,20042,36031,18142
North Carolina,McDowell County,44996,56,18932,35297,8069
West Virginia,McDowell County,22113,31,14093,22252,9541
Georgia,McDuffie County,21875,18,17922,37487,1827
Illinois,McHenry County,308760,192,32341,76145,8171
North Dakota,McHenry County,5395,4,28331,45343,1118
Georgia,McIntosh County,14333,14,21484,39068,3754
North Dakota,McIntosh County,2809,2,25427,36066,954
Oklahoma,McIntosh County,20252,27,19100,36096,6471
Pennsylvania,McKean County,43450,41,22426,41834,7381
North Dakota,McKenzie County,6360,4,33078,64866,902
New Mexico,McKinley County,71492,9,12679,30458,6813
Illinois,McLean County,169572,97,30460,62089,38428
Kentucky,McLean County,9531,14,19984,38833,2580
North Dakota,McLean County,8962,9,30992,53565,1941
Texas,McLennan County,234906,160,21660,41922,2270
Minnesota,McLeod County,36651,,26824,55170,855
Tennessee,McMinn County,52266,59,19744,39410,3134
Texas,McMullen County,707,2,27375,39500,591
Tennessee,McNairy County,26075,37,18428,33452,12932
Kansas,McPherson County,29180,,27462,54167,2641
Nebraska,McPherson County,539,2,25339,54926,5124
South Dakota,McPherson County,2459,2,22596,37240,1066
Kansas,Meade County,4575,,21990,51000,785
Kentucky,Meade County,28602,31,20898,46756,2975
South Dakota,Meade County,25434,17,25375,49324,3038
Montana,Meagher County,1891,2,20288,38182,428
North Carolina,Mecklenburg County,919628,475,32482,55444,81113
Virginia,Mecklenburg County,32727,44,20056,36261,4033
Michigan,Mecosta County,42798,44,19336,39470,6577
Ohio,Medina County,172332,130,30707,65951,22601
Texas,Medina County,46006,29,22413,55326,6210
Minnesota,Meeker County,23300,,25665,53904,3835
Ohio,Meigs County,23770,25,18816,35469,3725
Tennessee,Meigs County,11753,16,19403,35150,1885
South Dakota,Mellette County,2048,2,15760,35109,277
Illinois,Menard County,12705,15,28330,58190,1978
Texas,Menard County,2242,2,18253,31215,602
California,Mendocino County,87841,61,23306,43469,13493
Kentucky,Menifee County,6306,9,15942,29108,1005
Michigan,Menominee County,24029,24,22331,41739,4587
Wisconsin,Menominee County,4232,3,14710,33333,482
California,Merced County,255793,107,18177,42591,23960
Illinois,Mercer County,16434,20,26620,53136,3001
Kentucky,Mercer County,21331,28,24138,45396,3395
Missouri,Mercer County,3785,5,20178,40272,763
New Jersey,Mercer County,366513,241,37465,73480,46347
North Dakota,Mercer County,8424,9,31767,66534,1328
Ohio,Mercer County,40814,32,24157,52535,6304
Pennsylvania,Mercer County,116638,102,22831,44301,21556
West Virginia,Mercer County,62264,76,20391,34842,11213
Georgia,Meriwether County,21992,17,18821,37333,3467
Nebraska,Merrick County,7845,9,24639,50859,1416
New Hampshire,Merrimack County,146445,121,31310,65353,20008
Colorado,Mesa County,146723,107,26700,49471,21872
Kentucky,Metcalfe County,10099,15,17171,31750,1644
Indiana,Miami County,36903,33,20475,42023,5148
Kansas,Miami County,32787,,28412,58936,4287
Ohio,Miami County,102506,88,25369,52040,15731
Florida,Miami-Dade County,2496435,1370,23174,43100,352013
Connecticut,Middlesex County,165676,152,39992,76994,25621
Massachusetts,Middlesex County,1503085,1002,42861,82090,197015
New Jersey,Middlesex County,809858,461,34345,79596,99462
Virginia,Middlesex County,10959,13,30531,53309,37924
Michigan,Midland County,83629,55,29536,53076,12384
Texas,Midland County,136872,69,33672,62993,15114
Pennsylvania,Mifflin County,46682,48,20794,40384,8643
Texas,Milam County,24757,22,21248,37391,4305
Utah,Millard County,12503,5,19972,49238,1770
Minnesota,Mille Lacs County,26097,,22891,47862,4206
Arkansas,Miller County,43462,43,20636,41319,5982
Georgia,Miller County,6125,7,19674,32260,1123
Missouri,Miller County,24748,25,19385,35507,3897
Iowa,Mills County,15059,12,27101,63076,2023
Texas,Mills County,4936,2,22651,44213,1158
Wisconsin,Milwaukee County,947735,672,24295,43193,109133
South Dakota,Miner County,2389,2,31288,48477,532
Colorado,Mineral County,712,2,42255,47083,164
Montana,Mineral County,4223,5,19859,33033,926
Nevada,Mineral County,4772,5,23146,35017,8215
West Virginia,Mineral County,28212,30,19788,31163,4893
West Virginia,Mingo County,26839,37,20609,35955,3623
Idaho,Minidoka County,20069,10,19597,43266,2969
South Dakota,Minnehaha County,169468,132,26380,52345,18843
Michigan,Missaukee County,14849,15,20305,41061,2581
Arkansas,Mississippi County,46480,45,18905,36428,5685
Missouri,Mississippi County,14358,18,15558,29787,2188
Montana,Missoula County,109299,57,25764,46117,12457
Georgia,Mitchell County,23498,21,15694,32054,3087
Iowa,Mitchell County,10776,8,24518,51078,2342
Kansas,Mitchell County,6373,,26911,46667,1341
North Carolina,Mitchell County,15579,21,21404,37680,3260
Texas,Mitchell County,9403,7,15936,42045,1233
Alabama,Mobile County,412992,329,22501,43028,53321
California,Modoc County,9686,6,21200,36212,1905
Colorado,Moffat County,13795,5,24577,53231,1454
Arizona,Mohave County,200186,311,20833,39200,46658
Missouri,Moniteau County,15607,13,19451,47118,2153
New Jersey,Monmouth County,630380,477,42749,84526,86691
California,Mono County,14202,4,28046,61757,1377
Iowa,Monona County,9243,11,24557,42025,2190
West Virginia,Monongalia County,96189,57,25846,44173,9826
Alabama,Monroe County,23068,17,15749,29203,3618
Arkansas,Monroe County,8149,13,16939,27263,1541
Florida,Monroe County,73090,66,33974,53607,12469
Georgia,Monroe County,26424,30,22888,48630,3669
Illinois,Monroe County,32957,23,31758,68482,4658
Indiana,Monroe County,137974,79,23032,40052,14047
Iowa,Monroe County,7970,10,24508,45997,1482
Kentucky,Monroe County,10963,17,16656,29808,1880
Michigan,Monroe County,152021,126,25939,53972,20392
Mississippi,Monroe County,36989,38,18167,36308,5830
Missouri,Monroe County,8840,11,20331,40657,1648
New York,Monroe County,744344,571,28732,52394,103594
Ohio,Monroe County,14642,14,21487,40573,2838
Pennsylvania,Monroe County,169842,147,25494,57408,21701
Tennessee,Monroe County,44519,64,19643,37595,7318
West Virginia,Monroe County,13502,16,20294,41234,2651
Wisconsin,Monroe County,44673,42,23456,49774,6223
Texas,Montague County,19719,24,24699,44231,3880
Michigan,Montcalm County,63342,55,18969,40451,8942
California,Monterey County,415057,153,24775,59168,44422
Colorado,Montezuma County,25535,14,23548,43188,4269
Alabama,Montgomery County,229363,136,24975,44790,27421
Arkansas,Montgomery County,9487,10,19021,31345,2126
Georgia,Montgomery County,9123,7,16460,32702,1173
Illinois,Montgomery County,30104,39,19917,41952,5199
Indiana,Montgomery County,38124,37,22679,46797,5928
Iowa,Montgomery County,10740,10,22868,44281,2141
Kansas,Montgomery County,35471,,21332,39669,6156
Kentucky,Montgomery County,26499,36,20436,37312,3393
Maryland,Montgomery County,971777,359,49038,98221,4397
Mississippi,Montgomery County,10925,10,15523,30466,1878
Missouri,Montgomery County,12236,16,20991,40236,2286
New York,Montgomery County,50219,52,23417,44156,8329
North Carolina,Montgomery County,27798,28,18865,31830,4364
Ohio,Montgomery County,535153,509,24997,43401,81041
Pennsylvania,Montgomery County,799874,566,41472,79183,120727
Tennessee,Montgomery County,172331,113,22380,49617,13791
Texas,Montgomery County,455746,286,32911,67766,47404
Virginia,Montgomery County,94392,46,23548,45543,10656
Michigan,Montmorency County,9765,15,19661,35261,2637
Pennsylvania,Montour County,18267,17,29600,51482,3395
Colorado,Montrose County,41276,28,22897,45718,7349
South Dakota,Moody County,6486,5,27682,51791,983
North Carolina,Moore County,88247,100,28913,49544,19986
Tennessee,Moore County,6362,6,23307,46170,1168
Texas,Moore County,21904,9,19770,51181,2107
New Mexico,Mora County,4881,2,20543,28481,915
Louisiana,Morehouse Parish,27979,28,16683,28585,4310
Alabama,Morgan County,119490,111,23764,44800,16871
Colorado,Morgan County,28159,16,20680,43774,3965
Georgia,Morgan County,17868,14,25933,47729,2774
Illinois,Morgan County,35547,42,24337,46809,5935
Indiana,Morgan County,68894,72,25781,55354,8919
Kentucky,Morgan County,13923,15,16233,30658,1810
Missouri,Morgan County,20565,32,17935,34797,4535
Ohio,Morgan County,15054,16,21027,37865,2611
Tennessee,Morgan County,21987,29,17747,37631,3015
Utah,Morgan County,9469,2,26274,80337,997
West Virginia,Morgan County,17541,22,22312,36046,3216
Nebraska,Morrill County,5042,5,22543,43886,981
Kansas,Morris County,5923,,24680,47445,1322
New Jersey,Morris County,492276,298,48814,98633,68155
Texas,Morris County,12934,14,20045,37849,2506
Minnesota,Morrison County,33198,,23753,47649,5325
Ohio,Morrow County,34827,40,22228,51484,4680
Oregon,Morrow County,11173,7,20663,49940,1421
Kansas,Morton County,3233,,22378,46607,548
North Dakota,Morton County,27471,22,29389,60065,4013
Texas,Motley County,1210,2,18828,35845,328
Illinois,Moultrie County,14846,13,23786,46622,2618
North Dakota,Mountrail County,7673,6,33803,68722,1050
Minnesota,Mower County,39163,,24990,46004,6818
Kentucky,Muhlenberg County,31499,43,20008,38105,5110
Oregon,Multnomah County,735334,430,30475,52511,77423
Georgia,Murray County,39628,39,16449,34888,4286
Minnesota,Murray County,8725,,27450,52160,1951
Oklahoma,Murray County,13488,15,21870,44151,2363
Iowa,Muscatine County,42745,31,25038,51425,5843
Georgia,Muscogee County,189885,131,22856,41339,22082
Michigan,Muskegon County,172188,150,20621,40979,23352
Ohio,Muskingum County,86074,99,20775,40524,13184
Oklahoma,Muskogee County,70990,85,19868,38502,10408
Montana,Musselshell County,4538,5,23022,43409,854
Texas,Nacogdoches County,64524,42,20362,36777,7622
Nebraska,Nance County,3735,4,23684,44286,712
Massachusetts,Nantucket County,10172,8,47331,85478,1227
California,Napa County,136484,86,34795,70443,20594
North Carolina,Nash County,95840,89,22880,43084,13393
Florida,Nassau County,73314,90,28926,55315,11908
New York,Nassau County,1339532,956,42400,97690,204681
Louisiana,Natchitoches Parish,39566,27,20802,33953,5329
Wyoming,Natrona County,75450,48,29877,57791,9392
Arizona,Navajo County,107449,47,16626,36927,14241
Texas,Navarro County,47735,40,20327,40795,6863
Kentucky,Nelson County,43437,46,23545,43833,5097
North Dakota,Nelson County,3126,2,30432,49839,858
Virginia,Nelson County,15020,20,26059,48789,579
Kansas,Nemaha County,10178,,24550,47122,2049
Nebraska,Nemaha County,7248,8,25269,42672,1303
Kansas,Neosho County,16512,,21163,42071,2866
Mississippi,Neshoba County,29676,22,18693,37050,3996
Kansas,Ness County,3107,,30223,48800,763
Arkansas,Nevada County,8997,11,18695,33694,1588
California,Nevada County,98764,69,32346,57353,19174
Delaware,New Castle County,538479,407,32406,64537,66222
North Carolina,New Hanover County,202667,168,29679,49835,28092
Connecticut,New Haven County,862477,712,32523,61996,123972
Virginia,New Kent County,18429,16,32068,70618,3359
Connecticut,New London County,274055,226,33782,66583,38995
Missouri,New Madrid County,18956,25,21215,35793,3045
New York,New York County,1585873,903,62498,69659,214153
Michigan,Newaygo County,48460,44,20623,42571,7528
South Carolina,Newberry County,37508,31,21591,41718,5959
Rhode Island,Newport County,82888,76,40293,71713,14063
Virginia,Newport News city,180719,131,25310,51027,9464
Arkansas,Newton County,8330,9,17884,30038,1701
Georgia,Newton County,99958,75,21484,50580,9830
Indiana,Newton County,14244,14,25594,50262,2370
Mississippi,Newton County,21720,19,18864,39190,3233
Missouri,Newton County,58114,55,22341,42268,8857
Texas,Newton County,14445,14,20431,37246,2342
Idaho,Nez Perce County,39265,38,24257,46503,7063
New York,Niagara County,216469,241,25991,47955,34388
Kentucky,Nicholas County,7135,12,20450,43081,1110
West Virginia,Nicholas County,26233,28,23209,40064,4477
Minnesota,Nicollet County,32727,,26674,60115,3917
Wyoming,Niobrara County,2484,2,26797,38438,513
Indiana,Noble County,47536,38,21889,47117,5941
Ohio,Noble County,14645,14,18853,38290,3042
Oklahoma,Noble County,11561,8,21947,44842,1932
Minnesota,Nobles County,21378,,22598,48208,3420
Missouri,Nodaway County,23370,16,18079,36641,3077
Texas,Nolan County,15216,12,19002,36806,2519
Alaska,Nome Census Area,9492,6,20271,49974,603
Virginia,Norfolk city,242803,165,44692,84916,4690
Massachusetts,Norfolk County,670850,522,24659,44747,97304
Minnesota,Norman County,6852,,23707,45389,1465
Alaska,North Slope Borough,9430,7,46457,80761,402
North Carolina,Northampton County,22099,24,17919,31433,4336
Pennsylvania,Northampton County,297735,258,29266,60097,46606
Virginia,Northampton County,12389,16,23473,33635,5165
Pennsylvania,Northumberland County,94528,93,22478,41208,17516
Virginia,Northumberland County,12330,17,28568,51342,13870
Alaska,Northwest Arctic Borough,7523,2,21461,61607,455
Virginia,Norton city,3958,4,22942,46029,9727
Kansas,Norton County,5671,,22699,39416,1057
Virginia,Nottoway County,15853,13,19337,36607,1203
Oklahoma,Nowata County,10536,13,19256,39430,1893
Mississippi,Noxubee County,11545,8,12780,24338,1552
Nebraska,Nuckolls County,4500,3,22448,37594,1174
Texas,Nueces County,340223,184,23671,47057,40913
Nevada,Nye County,43946,65,21838,39876,1076
Michigan,Oakland County,1202362,892,36458,65594,159124
Tennessee,Obion County,31807,32,20900,39467,5329
Iowa,O'Brien County,14398,13,28086,48185,2937
New Jersey,Ocean County,576567,656,30477,61136,121104
Michigan,Oceana County,26570,27,18986,40023,4525
Texas,Ochiltree County,10223,5,23382,49964,1056
Georgia,Oconee County,32808,19,33801,75004,3578
South Carolina,Oconee County,74273,77,23904,41394,14106
Wisconsin,Oconto County,37660,35,25941,51615,6022
Michigan,Ogemaw County,21699,29,19634,34619,4765
South Dakota,Oglala Lakota County,13586,,8768,25648,799
Illinois,Ogle County,53497,48,26635,54541,8122
Georgia,Oglethorpe County,14899,14,20493,45729,2114
Indiana,Ohio County,6128,9,25443,50377,1019
Kentucky,Ohio County,23842,34,19005,40830,3682
West Virginia,Ohio County,44443,46,26135,41025,8213
Florida,Okaloosa County,180822,158,28600,54684,25218
Washington,Okanogan County,41120,40,20735,40368,7070
Florida,Okeechobee County,39996,49,17787,34570,6791
Oklahoma,Okfuskee County,12191,11,16528,35170,2034
Oklahoma,Oklahoma County,718633,531,26561,45215,86357
Oklahoma,Okmulgee County,40069,42,19753,39156,6334
Mississippi,Oktibbeha County,47671,21,20202,30987,4391
Kentucky,Oldham County,60316,42,33591,83391,5573
Texas,Oldham County,2052,2,22519,48929,255
North Dakota,Oliver County,1846,2,32253,71250,308
Minnesota,Olmsted County,144248,,34073,66252,18133
Idaho,Oneida County,4286,2,18920,40842,714
New York,Oneida County,234878,235,25103,48729,38168
Wisconsin,Oneida County,35998,48,27041,45759,7800
New York,Onondaga County,467026,435,28746,54242,65578
North Carolina,Onslow County,177772,116,21084,45450,13262
New York,Ontario County,107931,107,29904,56479,16612
Michigan,Ontonagon County,6780,11,21585,34620,1787
California,Orange County,3010232,1302,34057,75422,349677
Florida,Orange County,1145956,591,24877,47581,110919
Indiana,Orange County,19840,18,18576,38826,3132
New York,Orange County,372813,255,30583,70458,40985
North Carolina,Orange County,133801,73,34465,55569,12889
Texas,Orange County,81837,77,24736,49507,11473
Vermont,Orange County,28936,24,27289,52480,4276
Virginia,Orange County,33481,36,27655,60287,2397
South Carolina,Orangeburg County,92501,71,17687,34110,13734
Missouri,Oregon County,10881,12,16331,27743,2153
New York,Orleans County,42883,45,26500,37146,6178
Vermont,Orleans County,27231,30,22255,48502,4824
Louisiana,Orleans Parish,343829,243,22303,41953,37639
Kansas,Osage County,16295,,24789,50205,2773
Missouri,Osage County,13878,7,22629,51408,2077
Oklahoma,Osage County,47472,43,22353,44195,7278
Kansas,Osborne County,3858,,26313,37925,974
Florida,Osceola County,268685,171,19007,43891,29656
Iowa,Osceola County,6462,5,24653,48659,1276
Michigan,Osceola County,23528,31,18099,37788,4008
Michigan,Oscoda County,8640,13,18057,33239,2034
New York,Oswego County,122109,139,23126,48051,15400
Colorado,Otero County,18831,8,19078,33848,3458
New Mexico,Otero County,63797,44,19880,39263,9552
Nebraska,Otoe County,15740,14,25855,50881,2971
Michigan,Otsego County,24164,21,24312,47584,4114
New York,Otsego County,62259,51,24165,47765,10281
Kansas,Ottawa County,6091,,26614,58396,1066
Michigan,Ottawa County,263801,123,25371,56453,31023
Ohio,Ottawa County,41428,42,27979,53202,7868
Oklahoma,Ottawa County,31848,37,18331,36473,5418
Minnesota,Otter Tail County,57303,,26400,48961,12032
Arkansas,Ouachita County,26120,31,18975,32015,4451
Louisiana,Ouachita Parish,153720,133,21917,38955,18920
Colorado,Ouray County,4436,2,33015,64601,777
Wisconsin,Outagamie County,176695,95,28186,58318,20834
Tennessee,Overton County,22083,36,18347,34604,3711
Indiana,Owen County,21575,25,21318,43950,3192
Kentucky,Owen County,10841,13,23991,41009,1570
Kentucky,Owsley County,4755,11,13611,19986,797
Idaho,Owyhee County,11526,5,15945,32175,1612
Maine,Oxford County,57833,75,21441,40674,9843
Missouri,Ozark County,9723,13,17215,32078,2279
Wisconsin,Ozaukee County,86395,57,42041,75457,13208
Washington,Pacific County,20920,25,23888,39830,5183
Iowa,Page County,15932,21,23496,43010,3175
Virginia,Page County,24042,25,22355,42906,1970
Florida,Palm Beach County,1320134,1210,32858,52432,285155
Iowa,Palo Alto County,9421,11,25055,44663,2009
Texas,Palo Pinto County,28111,32,23655,41670,4582
North Carolina,Pamlico County,13144,22,23724,43853,2857
Mississippi,Panola County,34707,33,18073,35715,4411
Texas,Panola County,23796,23,26525,52453,3705
Colorado,Park County,16206,7,31504,61570,1881
Montana,Park County,15636,11,24611,42426,2589
Wyoming,Park County,28205,14,27824,53951,4942
Indiana,Parke County,17339,18,20534,43870,2709
Texas,Parker County,116927,100,30692,64515,14283
Texas,Parmer County,10269,2,19304,44943,1224
Florida,Pasco County,464697,582,23736,43888,96245
North Carolina,Pasquotank County,40661,34,22745,46053,5513
New Jersey,Passaic County,501226,264,27152,57654,60324
Virginia,Patrick County,18490,15,18860,34864,3554
Georgia,Paulding County,142324,95,24168,61837,10220
Ohio,Paulding County,19614,20,22714,44861,2907
Kansas,Pawnee County,6973,,23230,44078,1215
